language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,acceptedNameUsageID,originalNameUsageID,scientificName,acceptedNameUsage,originalNameUsage,kingdom,phylum,class,order,family,genus,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d4ece39131627fd05a397c7cc4b34d4c,alien-mollusca-checklist:taxon:a4f4c57a54f834761b99b164aeb118b8,,"Arion ruginosus Torres Mínguez, 1924","Arion vulgaris Moquin-Tandon, 1855",,Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Arionidae Gray, 1840","Arion A. Férussac, 1819",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:f12f20d3d493579f0c2913f3089254dc,alien-mollusca-checklist:taxon:d35bb708ec0c0b005948aff00d416a30,,"Boettgerilla vermiformis Wiktor, 1959","Boettgerilla pallens Simroth, 1912",,Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Boettgerillidae Wiktor & I.M. Likharev, 1979","Boettgerilla Simroth, 1910",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix intersecta Poiret, 1801","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d53aed2e452c0b9eba977f4433841262,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix caperata Montagu, 1803","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:7eccc0262c8586f77a44d649fa326a76,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix carcusiaca Mabille, 1881","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:26c5d6576357f26077f2558ad33a6c33,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix deferiana Bourguignat, 1882","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:128a5a4bf8e244c9bfc63442a531e35f,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix expedenta Locard, 1899","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:32ea0cb7da451c91dbd5c52025ae724b,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix imula Locard, 1899","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:17de87d95bb8baf2e2eca309a9a1fd14,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix paladilhi Bourguignat, 1866","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:70c7b4643a41fa9e292a743842138ad2,alien-mollusca-checklist:taxon:2adf2a5200ff7ef289de75605a0ccdf1,alien-mollusca-checklist:taxon:25c68c0c304c0b3c504fb5cae33e8910,"Helix scabiosula Locard, 1899","Candidula intersecta (Poiret, 1801)","Helix intersecta Poiret, 1801",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Hygromiidae Tryon, 1866","Candidula Kobelt, 1871",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:73ada15e719fa36906b919f2ced46448,alien-mollusca-checklist:taxon:2f422cf7ad1c9cb089045dabca55c28c,alien-mollusca-checklist:taxon:73ada15e719fa36906b919f2ced46448,"Helix aginnica Locard, 1882","Cernuella aginnica (Locard, 1882)","Helix aginnica Locard, 1882",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:9186a1ecbce6062495bd6b3438c9db98,alien-mollusca-checklist:taxon:2f422cf7ad1c9cb089045dabca55c28c,alien-mollusca-checklist:taxon:73ada15e719fa36906b919f2ced46448,"Cernuella augustiniana auct., non Bourguignat, 1880","Cernuella aginnica (Locard, 1882)","Helix aginnica Locard, 1882",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:44825d483e363ae4a3e6a67b60c87876,alien-mollusca-checklist:taxon:2f422cf7ad1c9cb089045dabca55c28c,alien-mollusca-checklist:taxon:73ada15e719fa36906b919f2ced46448,"Cernuella cespitum auct., non Draparnaud, 1801","Cernuella aginnica (Locard, 1882)","Helix aginnica Locard, 1882",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix cisalpina Rossmässler, 1837","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:dc5d2aa54dd74d1025f8541ae866c5ff,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Xerophila aethalia Pollonera, 1905","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:8ba7d5c30e8100ac9b34caf09ffdd755,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix arnusiaca Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0f89db4b06e2fabeb0a6a591aa4f3cfc,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix balteata Pollonera, 1892","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:2a2b53148c4796ace5b977cf151de3e5,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix brundusiana Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:cd07b15bbc514404af157f2513599341,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix castertana Bourguignat, 1887","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:9ecd02bef6de0dde7cecfd90d9539033,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix circinnata Rossmässler, 1837","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:5af70cc183862cc759e0ad5c834409f0,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix colosseana Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:fcab8f40604fe73e7b3aec35def83d1c,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix comnena Retowski, 1889","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:15fe51b30cdc06c428c225be80aebd48,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Cernuella dobrogica Grossu, 1983","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:9f893720cdc7db7c60da4049379ba4d3,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix etrusca Issel, 1866","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:18d8adce9f10e13d701d52942c8d943b,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix fiesolensis Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0312acaa4adc2eb2c0a63c4f235898ed,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix filograna Stabile, 1864","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:04a0e64c108996d8ccfae18a327a863e,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix florentina Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d175639ff6bfb005f1bb562967b90933,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix gradiscanensis Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d5a1d418a2cf5290872b0c0655b4c088,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix subprofuha var. hoemastoma Bellini, 1915","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:57d7705035f3cc239949ed54fb239f0f,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix ilvatica Pollonera, 1892","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:37d1dbec5b5abc419e3c33113cbc53d2,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix infans Westerlund, 1902","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:14fc82893099fd5bdb5cc01ec2aa739f,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix jonica Mousson, 1854","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:8bccb12a26b10f4c9314b372439c4cd4,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix karagolia Westerlund, 1902","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:fd75ffec9dcdddee5be2e96c426f95c8,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix lesiniaca Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:59b0f978d3cf0e7e0cb2cfa2cc7c99db,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Xerophila liparota Monterosato, 1892","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:1d3d0910fb813798e839b70af1b306a2,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix subprofuga var. maxima Bellini, 1915","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:f594ecf88f002dbca351ee8b55ac0c92,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix mediolanensis Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:bbdac14387b97b676e8b8f2a18f7bd6d,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix meridionalis Mousson, 1854","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:c705872288ac348a326bd5b29df2d8fd,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix phari Fagot, 1884","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:042c30bc2a1a6fa492f9ed87c97c9c8b,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix praeclara Cafici, 1882","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:583170a2bcb7cbc925114d146d27fde5,alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f,alien-mollusca-checklist:taxon:381b3c7ee41ba2723f58e490edc46c00,"Helix profuga Rossmässler, 1854","Cernuella cisalpina (Rossmässler, 1837)","Helix cisalpina Rossmässler, 1837",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
