language	license	rightsHolder	datasetID	institutionCode	datasetName	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	family	genus	taxonRank	nomenclaturalCode	taxonomicStatus	taxonRemarks
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:c705872288ac348a326bd5b29df2d8fd	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix phari Fagot, 1884	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:042c30bc2a1a6fa492f9ed87c97c9c8b	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix praeclara Cafici, 1882	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:583170a2bcb7cbc925114d146d27fde5	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix profuga Rossmässler, 1854	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:cff482e46d793913bf172b06c0a0797b	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix pugnax Westerlund, 1889	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:b3471ac7d97f861043dd43e27d3cc0bf	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix romana Fagot, 1884	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:2e7cb64f3832b989f191529a3616cf80	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helicella sipylensis Germain, 1933	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:d36427dbe5b7363c723576767dbb5ab4	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix smyrnensis Retowski, 1889	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:9f0a1af62086b95345edc2f943e686bb	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix spalatensis Fagot, 1884	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:edf98fa1951536bd497d25095066fd19	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix submeridionalis Bourguignat, 1863	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:e622c4ab035801585e4733371274e055	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix subprofuga Stabile, 1864	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:0b49da60ce03f3db97fcbf5aedc97879	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Cernuella tellinii (Pollonera, 1910)	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:e32f7df9591c2e2106ae57f161be2e59	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Xerophila trimetina Pollonera, 1892	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:f797c318224cef5d8daa265522c92e10	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix tringa Fagot, 1884	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:eea29db2375bc3479aa39fff8bf102f4	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix turbinata De Cristofori & Jan, 1832	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:ad670c9215062c44c4a40264618a3a69	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Xerophila turbinula Pollonera, 1905	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:f525130d28b04aa559698e0c7f8a0bbb	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Helix subprofuga var. turriculata Bellini, 1915	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	variety	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:c03542d872a7ccf256eaddaa3018bf21	alien-mollusca-checklist:taxon:c5ebd7e74169e1df778d09719475277f	Xerophila tyrrena Pollonera, 1905	Cernuella cisalpina (Rossmässler, 1837)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:7e732a315168e412cdb10c3f0ba790e7	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix neglecta Draparnaud, 1805	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	homotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:363053ba7fb2eff1d7b8b815bfa2a4c1	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Cernuella acrenoica Haas, 1936	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:cc89d0264698c4d24cf763d9bc5e50d6	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix ammonis Strobel, 1857	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:6be419450e9f6eef13fba7cc63e5d38e	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix bononiensis De Stefani, 1883	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:4af0ca05254e4504026608e791d842b9	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix discrepans Tiberi, 1878	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:59af43900394be384a948caaf03eada9	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix ammonis var. major Kobelt, 1877	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	variety	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:5387d28186c2347900c08568427e36d2	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix mendica Pollonera, 1892	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:f85b3d24167bff7534699a95cc8aac14	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix nerusia Pollonera, 1892	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:cd1fe30342020d5c3eaf03783988fd2b	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix samnitum Westerlund, 1889	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:2376869b75b32a9f1e1dd8951eb5388d	alien-mollusca-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7	Helix trepidulina Pollonera, 1892	Cernuella neglecta (Draparnaud, 1805)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Cochlea virgata Da Costa, 1778	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	homotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:b737b01c652a2cffbb0c0e015475d395	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix aglaometa J. Mabille, 1882	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:939fe80cac219a46fc091b9de49674a2	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Xerophila peninsularis forma alburni Kobelt, 1907	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	forma	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:383949d0380769914d34821a67eac217	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix alluvionum Servain, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:2c061e2dae327a697bd5606fe3274371	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix amblia Westerlund, 1893	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:0a9bd043fd321318fba4dc13acf9f7f5	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Hemix augustiniana Bourguignat, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:0f89db4b06e2fabeb0a6a591aa4f3cfc:1	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix balteata Pollonera, 1892	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	proParteSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:094950a340d7f9497921551a07e6e236	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix blasi Servain, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:7d091f64f267133969c74f331c4cfd1f	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix canariensis Mousson, 1872	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:75e3535a6dcadc05a77b5558bfad6a5a	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix canovasiana Servain, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:c1e2266ed339989d44b8827006813ce8	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix castroiana Servain, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:3bcd88ea287a84bfd3735ffb04308392	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Xerophila peninsularis forma clitumni Kobelt, 1907	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	forma	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:6de65288bc7f716536675fbc770ee179	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Xerophila peninsularis forma coneri Kobelt, 1907	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	forma	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:e27ee6c75003a8c8e4f6ee3ee82f0f00	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix dendrophila Mabille, 1883	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:06045f5e12d34a48da5ef1d9f46692b3	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix edetanorum Servain, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:4deca42ace59892a4ca8791e99605d93	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix finitimus Locard, 1899	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:c304782fe319c1d8cc4fbec85feb364c	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix genuensis Pollonera, 1892	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
en	http://creativecommons.org/publicdomain/zero/1.0/	Royal Belgian Institute of Natural Sciences	https://doi.org/10.15468/t13kwo	RBINS	Registry of introduced terrestrial molluscs in Belgium	alien-mollusca-checklist:taxon:9b81859b07f597a7defb7ee687b82ddf	alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec	Helix grannonensis Bourguignat, 1880	Cernuella virgata (Da Costa, 1778)	Animalia	Mollusca	Gastropoda Cuvier, 1795	Stylommatophora A. Schmidt, 1855	Geomitridae C.R. Boettger, 1909	Cernuella Schlüter, 1838	species	ICZN	heterotypicSynonym	""
